0,447_399_17_215_364_458.png,0.999969,3.1016552e-05
1,448_400_17_213_380_464.png,0.99995697,4.300252e-05
2,482_423_0_182_529_621.png,0.9999554,4.456851e-05
3,518_668_166_386_240_328.png,0.99994886,5.1136813e-05
4,483_424_0_178_544_628.png,0.99994767,5.2303967e-05
5,466_413_0_199_464_554.png,0.999938,6.199875e-05
6,445_398_16_218_363_457.png,0.99991643,8.3570194e-05
7,379_360_278_509_490_592.png,0.99990296,9.7045326e-05
8,361_348_263_496_560_700.png,0.9999012,9.880916e-05
9,486_427_0_176_577_648.png,0.99988544,0.00011457457
10,481_422_0_183_529_616.png,0.9998841,0.00011581526
